Date,Open,High,Low,Close,Adj Close,Volume
2011-08-11,116.538460,122.461540,115.384613,120.615387,91.948044,17135703
2011-08-12,123.384613,124.000000,121.461540,122.153847,93.120834,9724299
2011-08-15,124.384613,126.230766,123.692307,126.076920,96.111496,8486777
2011-08-16,124.923080,125.153847,122.692307,124.230766,94.704140,7712796
2011-08-17,125.384613,127.230766,123.692307,124.846153,95.173264,6603038
2011-08-18,121.076920,121.384613,116.923080,118.000000,89.954285,15391220
2011-08-19,116.153847,120.076920,115.615387,116.076920,88.488258,10361117
2011-08-22,119.615387,119.615387,115.769234,116.230766,88.605530,9025991
2011-08-23,116.692307,119.538460,116.230766,119.538460,91.127090,9115405
2011-08-24,119.076920,121.153847,118.615387,120.923080,92.182610,8502039
2011-08-25,122.615387,123.461540,118.000000,118.846153,90.599319,8817250
2011-08-26,118.461540,120.615387,116.153847,119.538460,91.127090,8107424
2011-08-29,121.461540,123.538460,121.153847,123.384613,94.059082,6208891
2011-08-30,122.692307,124.923080,121.153847,124.000000,94.528198,6312423
2011-08-31,124.923080,126.846153,124.307693,125.461540,95.642395,8173282
2011-09-01,125.461540,126.538460,124.230766,124.615387,94.997345,7958171
2011-09-02,121.923080,122.461540,119.615387,121.230766,92.417137,8026707
2011-09-06,117.307693,117.615387,115.384613,117.307693,89.426498,12670658
2011-09-07,119.230766,121.923080,118.769234,121.538460,92.651718,7831122
2011-09-08,120.692307,121.769234,119.153847,119.923080,91.420280,15329704
2011-09-09,118.307693,118.923080,115.615387,116.076920,88.488258,18777330
2011-09-12,115.461540,117.615387,113.230766,115.461540,88.019142,22073636
2011-09-13,115.538460,118.923080,114.307693,118.538460,90.364761,10829091
2011-09-14,119.076920,123.384613,116.923080,121.461540,92.593109,11874278
2011-09-15,122.307693,123.846153,121.846153,123.692307,95.234581,8752432
2011-09-16,124.769234,126.153847,123.615387,125.615387,96.715179,11596650
2011-09-19,122.923080,125.153847,122.076920,124.461540,95.826805,7039968
2011-09-20,125.000000,126.538460,123.384613,123.384613,94.997612,7310615
2011-09-21,122.846153,123.615387,118.153847,118.307693,91.088753,9666904
2011-09-22,115.076920,117.076920,114.000000,115.692307,89.075104,14780792
2011-09-23,114.615387,117.307693,114.307693,117.000000,90.081924,8516755
2011-09-26,118.461540,120.153847,115.923080,119.769234,92.214043,12207091
2011-09-27,121.615387,123.615387,120.538460,121.230766,93.339340,10450908
2011-09-28,121.153847,123.076920,118.615387,118.846153,91.503319,7462403
2011-09-29,121.692307,122.692307,119.230766,122.000000,93.931580,7890129
2011-09-30,120.384613,121.000000,116.846153,117.076920,90.141182,9851348
2011-10-03,116.153847,118.384613,112.923080,113.000000,87.002197,12051208
2011-10-04,111.461540,114.692307,107.846153,114.307693,88.009033,14560000
2011-10-05,114.923080,117.923080,113.461540,117.461540,90.437263,10339784
2011-10-06,117.461540,119.538460,115.076920,119.461540,91.977112,8442616
2011-10-07,120.769234,121.076920,117.230766,119.230766,91.799438,8523983
2011-10-10,121.461540,124.153847,121.230766,124.153847,95.589905,7308132
2011-10-11,122.923080,124.769234,122.769234,124.153847,95.589905,5979935
2011-10-12,125.000000,127.538460,125.000000,126.153847,97.129768,8028163
2011-10-13,124.846153,125.461540,123.230766,124.769234,96.063698,5997693
2011-10-14,126.307693,128.076920,126.153847,127.692307,98.314255,5867446
2011-10-17,126.846153,127.692307,124.538460,124.846153,96.122925,6092892
2011-10-18,125.000000,130.615387,124.923080,128.538467,98.965767,8508942
2011-10-19,128.538467,129.769226,126.230766,127.076920,97.840492,6746896
2011-10-20,127.461540,129.230774,125.615387,127.923080,98.491936,7161882
2011-10-21,125.923080,127.153847,124.076920,125.461540,96.596718,14785472
2011-10-24,125.923080,128.384613,125.538460,126.538460,97.425865,8715746
2011-10-25,126.615387,126.846153,123.461540,124.769234,96.063698,10706904
2011-10-26,126.230766,127.000000,124.769234,125.769234,96.833626,8658078
2011-10-27,130.461533,134.615387,129.307693,133.615387,102.874603,14362400
2011-10-28,132.230774,133.384613,131.615387,132.692307,102.163918,7510321
2011-10-31,130.615387,130.846161,128.461533,128.538467,98.965767,6488690
2011-11-01,124.076920,125.769234,122.846153,123.230766,94.879181,11668189
2011-11-02,125.923080,127.076920,124.307693,125.000000,96.241379,6259916
2011-11-03,127.076920,128.384613,125.846153,128.230774,98.728813,7134101
2011-11-04,127.307693,127.384613,124.846153,126.076920,97.070511,5418205
2011-11-07,125.923080,126.384613,123.923080,126.076920,97.070511,5357989
2011-11-08,126.461540,126.846153,125.076920,126.769234,97.603546,7006805
2011-11-09,124.230766,124.538460,121.153847,121.923080,93.872368,10222173
2011-11-10,123.692307,124.538460,122.846153,123.538460,95.116127,7705633
2011-11-11,124.923080,126.692307,124.846153,125.384613,96.537498,6528418
2011-11-14,124.769234,125.230766,123.230766,123.846153,95.352974,5219682
2011-11-15,123.307693,125.538460,123.307693,124.615387,95.945236,5170932
2011-11-16,123.615387,125.000000,122.461540,122.692307,94.464630,6882252
2011-11-17,122.923080,123.461540,119.230766,120.307693,92.628647,8771477
2011-11-18,121.307693,121.923080,120.153847,120.384613,92.687851,6089031
2011-11-21,119.076920,119.153847,116.923080,117.230766,90.259575,8745139
2011-11-22,117.615387,117.615387,115.230766,115.307693,88.778961,9742811
2011-11-23,114.692307,115.000000,113.230766,113.307693,87.239098,8700939
2011-11-25,113.538460,115.538460,113.076920,113.076920,87.061417,3011281
2011-11-28,117.153847,117.307693,112.923080,113.846153,87.653679,10091848
2011-11-29,114.692307,116.538460,114.000000,114.769234,88.364403,10460138
2011-11-30,117.769234,122.384613,117.384613,122.384613,94.227692,12820574
2011-12-01,122.230766,123.076920,121.000000,122.384613,94.227692,7566364
2011-12-02,123.384613,125.384613,123.384613,123.769234,95.293793,8896719
2011-12-05,125.769234,126.923080,124.461540,125.615387,96.715179,8006050
2011-12-06,126.923080,130.153839,126.692307,128.615387,99.024963,10792249
2011-12-07,128.307693,129.461533,127.153847,128.769226,99.143417,8491054
2011-12-08,127.538460,128.076920,125.000000,125.461540,96.596718,10364263
2011-12-09,126.000000,130.615387,125.846153,129.538467,99.735672,11145940
2011-12-12,128.538467,129.692307,125.538460,126.615387,97.485130,23322715
2011-12-13,127.384613,128.615387,125.384613,126.307693,97.248169,9602632
2011-12-14,125.692307,129.000000,125.384613,127.769234,98.373505,11581466
2011-12-15,129.384613,129.769226,127.615387,129.153839,99.439522,7985822
2011-12-16,130.307693,131.461533,130.076920,130.846161,100.742508,12543440
2011-12-19,130.538467,131.538467,129.153839,129.692307,99.854126,8619377
2011-12-20,131.153839,133.769226,131.076920,132.923080,102.341606,7991269
2011-12-21,133.230774,136.692307,131.923080,136.076920,104.769844,10436738
2011-12-22,136.153839,139.538467,135.769226,138.846161,107.981155,12432238
2011-12-23,138.615387,140.615387,138.076920,140.230774,109.057976,6121726
2011-12-27,139.846161,140.000000,138.538467,138.538467,107.741859,5493475
2011-12-28,138.461533,138.615387,136.307693,137.153839,106.665024,5105438
2011-12-29,137.000000,139.384613,136.846161,139.000000,108.100777,5624710
2011-12-30,138.692307,139.076920,137.538467,137.769226,107.143631,4083014
2012-01-03,140.230774,142.307693,140.230774,141.230774,109.835716,7631858
2012-01-04,140.846161,143.076920,140.615387,142.769226,111.032120,5558111
2012-01-05,142.000000,143.076920,140.692307,142.692307,110.972336,5956496
2012-01-06,144.076920,144.538467,142.769226,143.461533,111.570549,6639022
2012-01-09,144.153839,145.230774,142.769226,145.076920,112.826843,6108362
2012-01-10,146.230774,146.538467,143.230774,144.000000,111.989319,7714772
2012-01-11,142.692307,145.769226,142.307693,145.230774,112.946510,6222879
2012-01-12,145.846161,146.153839,144.307693,145.615387,113.245575,5064514
2012-01-13,144.461533,144.923080,143.076920,144.923080,112.707207,5464849
2012-01-17,146.076920,146.923080,143.692307,144.153839,112.108978,6396884
2012-01-18,142.923080,146.538467,142.769226,146.307693,113.784012,6878638
2012-01-19,146.384613,147.615387,145.615387,147.307693,114.561737,7007988
2012-01-20,144.692307,147.692307,143.692307,147.307693,114.561737,12016199
2012-01-23,146.846161,148.000000,145.384613,145.692307,113.305443,6575998
2012-01-24,144.923080,145.076920,144.230774,144.923080,112.707207,5165771
2012-01-25,144.846161,147.384613,144.538467,147.153839,114.442047,6662526
2012-01-26,148.153839,148.230774,146.000000,146.692307,114.083115,5524155
2012-01-27,146.153839,147.153839,145.538467,146.384613,113.843842,4239534
2012-01-30,144.846161,145.615387,143.846161,145.384613,113.066147,4905043
2012-01-31,146.000000,146.230774,143.769226,143.923080,111.929466,6011278
2012-02-01,145.692307,146.615387,144.230774,144.384613,112.288467,6762197
2012-02-02,145.000000,145.615387,143.846161,144.230774,112.168800,4915690
2012-02-03,146.153839,146.923080,145.538467,146.307693,113.784012,5834114
2012-02-06,146.076920,147.307693,145.769226,146.538467,113.963478,5555628
2012-02-07,146.307693,147.692307,145.461533,147.538467,114.741196,4685317
2012-02-08,147.615387,148.538467,146.769226,148.000000,115.100121,4378504
2012-02-09,148.538467,148.846161,147.000000,147.153839,114.442047,5743855
2012-02-10,146.076920,146.230774,144.384613,145.230774,112.946510,14240824
2012-02-13,146.384613,146.769226,145.384613,146.692307,114.083115,13558883
2012-02-14,145.615387,146.846161,144.615387,145.692307,113.305443,5099822
2012-02-15,146.230774,146.307693,143.846161,144.307693,112.228615,5387044
2012-02-16,145.076920,146.384613,144.615387,146.230774,113.724197,5266391
2012-02-17,147.538467,148.615387,147.000000,148.307693,115.339409,7549984
2012-02-21,149.384613,150.000000,148.615387,149.307693,116.117126,5450146
2012-02-22,149.461533,149.769226,147.538467,149.153839,115.997475,5314244
2012-02-23,146.692307,149.000000,146.153839,148.538467,116.581909,5931692
2012-02-24,148.923080,149.000000,147.230774,148.000000,116.159286,3110224
2012-02-27,146.307693,147.384613,146.000000,146.692307,115.132904,4877847
2012-02-28,147.076920,147.615387,146.076920,147.384613,115.676292,4552951
2012-02-29,147.538467,148.076920,146.230774,146.538467,115.012177,5805553
2012-03-01,147.307693,147.615387,146.384613,147.076920,115.434776,4853472
2012-03-02,147.230774,147.230774,145.384613,145.923080,114.529228,4709965
2012-03-05,145.769226,146.000000,144.076920,145.000000,113.804695,4624438
2012-03-06,143.076920,143.153839,140.923080,141.692307,111.208618,7312370
2012-03-07,142.923080,145.000000,142.692307,144.384613,113.321747,7078656
2012-03-08,146.000000,146.846161,145.538467,146.384613,114.891396,4678037
2012-03-09,146.307693,147.538467,145.538467,146.461533,114.951805,4872374
2012-03-12,146.846161,147.615387,146.461533,147.153839,115.495132,4595422
2012-03-13,147.692307,151.230774,146.846161,150.692307,118.272377,8310276
2012-03-14,151.000000,153.000000,150.615387,152.230774,119.479813,9275838
2012-03-15,152.846161,155.384613,152.769226,155.076920,121.713676,9922666
2012-03-16,155.846161,156.153839,153.923080,155.384613,121.955170,10300862
2012-03-19,154.461533,156.615387,154.307693,155.461533,122.015518,5554536
2012-03-20,154.000000,155.461533,153.692307,154.384613,121.170288,6179628
2012-03-21,155.076920,156.307693,154.153839,154.384613,121.170288,6643208
2012-03-22,153.461533,153.538467,151.461533,152.692307,119.842064,6598657
2012-03-23,152.230774,153.153839,151.538467,152.153839,119.419479,4447599
2012-03-26,153.692307,154.692307,153.230774,154.230774,121.049622,5585268
2012-03-27,154.769226,154.923080,153.923080,154.153839,120.989204,4981730
2012-03-28,154.000000,161.538467,152.076920,153.923080,120.808075,7206056
2012-03-29,152.461533,153.615387,151.615387,153.461533,120.445816,5286203
2012-03-30,154.384613,154.846161,153.461533,154.384613,121.170288,5325671
2012-04-02,154.076920,154.692307,153.076920,154.000000,120.868446,5741983
2012-04-03,153.615387,154.000000,152.307693,153.538467,120.506218,5693714
2012-04-04,151.153839,152.384613,150.923080,151.846161,119.178017,5680103
2012-04-05,150.846161,151.615387,149.692307,149.923080,117.668594,5195294
2012-04-09,146.923080,148.230774,146.692307,147.692307,115.917763,4726969
2012-04-10,147.076920,147.153839,143.846161,144.153839,113.140572,7078552
2012-04-11,146.307693,147.307693,146.000000,146.230774,114.770668,4917653
2012-04-12,146.230774,148.615387,145.846161,148.461533,116.521538,3668015
2012-04-13,147.538467,147.538467,145.076920,145.230774,113.985863,5240651
2012-04-16,146.000000,147.153839,145.000000,145.384613,114.106575,3907787
2012-04-17,146.384613,148.923080,145.538467,148.769226,116.762978,4617626
2012-04-18,147.923080,148.769226,146.461533,146.923080,115.314079,4333082
2012-04-19,147.461533,148.076920,145.923080,147.230774,115.555534,6781970
2012-04-20,149.461533,151.076920,148.076920,148.923080,116.883774,8830939
2012-04-23,146.615387,147.076920,145.692307,146.692307,115.132904,6765577
2012-04-24,147.615387,150.769226,147.000000,150.307693,117.970505,6443619
2012-04-25,152.076920,152.384613,149.384613,149.615387,117.427116,6285305
2012-04-26,149.461533,151.615387,149.230774,150.923080,118.453522,4496063
2012-04-27,151.461533,152.846161,150.769226,152.153839,119.419479,4861428
2012-04-30,151.384613,151.692307,149.538467,150.615387,118.211990,4273776
2012-05-01,150.615387,153.461533,149.692307,152.307693,119.540215,4550156
2012-05-02,151.692307,152.153839,150.153839,152.076920,119.359131,4376502
2012-05-03,152.307693,152.307693,150.538467,150.846161,118.393105,3146143
2012-05-04,150.461533,150.692307,148.076920,148.769226,116.762978,4523870
2012-05-07,147.307693,149.846161,147.230774,148.615387,116.642265,4647630
2012-05-08,147.923080,148.692307,146.307693,148.076920,116.219612,5238402
2012-05-09,146.153839,146.461533,144.153839,145.461533,114.166946,8021468
2012-05-10,147.076920,147.923080,146.230774,146.846161,115.253700,4593485
2012-05-11,145.538467,148.230774,145.461533,146.230774,114.770668,3417076
2012-05-14,144.769226,144.923080,142.692307,143.076920,112.295364,6107179
2012-05-15,142.692307,143.615387,140.923080,141.538467,111.087883,6183398
2012-05-16,145.307693,148.153839,143.923080,146.153839,114.710281,11051755
2012-05-17,145.769226,147.153839,145.153839,145.230774,113.985863,6780553
2012-05-18,145.769226,147.384613,145.000000,145.769226,114.408447,7947836
2012-05-21,146.076920,147.615387,145.769226,147.076920,115.434776,5018858
2012-05-22,147.384613,148.384613,146.615387,147.538467,115.797050,6134401
2012-05-23,147.076920,147.769226,144.230774,147.538467,115.797050,8255000
2012-05-24,147.307693,149.153839,146.307693,148.076920,116.219612,5444582
2012-05-25,148.384613,149.384613,147.076920,147.692307,115.917763,3490188
2012-05-29,148.384613,149.461533,147.692307,148.846161,116.823364,4632147
2012-05-30,147.615387,147.692307,146.076920,146.461533,114.951805,5438914
2012-05-31,146.230774,147.846161,145.153839,146.846161,115.253700,6374238
2012-06-01,144.769226,146.076920,141.615387,142.615387,111.933113,7922135
2012-06-04,141.846161,142.384613,138.846161,139.615387,109.578529,8657025
2012-06-05,139.076920,140.769226,138.615387,140.307693,110.121910,4997421
2012-06-06,141.461533,145.230774,140.846161,145.230774,113.985863,5575076
2012-06-07,146.846161,147.692307,145.384613,146.153839,114.710281,18115825
2012-06-08,146.000000,148.076920,145.384613,147.692307,115.917763,14031355
2012-06-11,148.846161,149.461533,146.692307,147.000000,115.374428,6688617
2012-06-12,147.384613,149.846161,146.846161,149.846161,117.608269,6123169
2012-06-13,148.076920,150.307693,147.692307,149.000000,116.944130,5228275
2012-06-14,148.923080,152.076920,148.000000,151.692307,119.057213,8104018
2012-06-15,152.846161,153.846161,151.923080,153.846161,121.085403,7773246
2012-06-18,152.923080,153.692307,151.923080,151.923080,119.571815,5456100
2012-06-19,152.846161,154.923080,152.692307,153.846161,121.085403,5613686
2012-06-20,153.846161,155.000000,152.692307,154.615387,121.690849,6075901
2012-06-21,153.769226,154.384613,149.692307,150.230774,119.289146,7920809
2012-06-22,151.384613,153.153839,150.076920,152.384613,120.999420,6679985
2012-06-25,149.846161,150.769226,148.384613,150.153839,119.228081,5806294
2012-06-26,150.307693,153.076920,150.076920,152.307693,120.938316,7635680
2012-06-27,153.153839,155.307693,153.000000,154.846161,122.953995,6992947
2012-06-28,153.230774,155.384613,152.846161,155.384613,123.381538,7393100
2012-06-29,157.076920,160.307693,157.076920,160.307693,127.290627,9492886
2012-07-02,159.538467,160.153839,156.000000,157.615387,125.152832,8022547
2012-07-03,156.769226,157.692307,156.384613,157.153839,124.786339,2762162
2012-07-05,156.461533,157.538467,156.076920,156.384613,124.175568,3776162
2012-07-06,155.076920,155.846161,153.461533,153.846161,122.159943,7312617
2012-07-09,153.769226,154.153839,153.153839,154.153839,122.404251,4287166
2012-07-10,154.153839,154.384613,150.000000,150.923080,119.838905,7096778
2012-07-11,151.384613,152.230774,150.307693,151.384613,120.205353,5559411
2012-07-12,150.000000,151.076920,148.923080,149.538467,118.739464,6524466
2012-07-13,150.076920,152.846161,149.692307,152.076920,120.755066,4214782
2012-07-16,150.076920,150.846161,149.461533,150.692307,119.655655,4650191
2012-07-17,151.076920,152.692307,149.461533,151.692307,120.449715,6754020
2012-07-18,151.153839,152.769226,150.692307,152.615387,121.182648,5107063
2012-07-19,153.384613,153.384613,151.076920,152.307693,120.938316,5452070
2012-07-20,153.000000,156.692307,149.615387,152.846161,121.365875,15088125
2012-07-23,150.461533,154.846161,150.153839,154.538467,122.709679,7994142
2012-07-24,154.307693,154.538467,151.846161,153.615387,121.976669,7135843
2012-07-25,154.307693,155.076920,153.692307,153.846161,122.159943,5536401
2012-07-26,155.384613,159.230774,155.076920,158.153839,125.580376,7445828
2012-07-27,158.692307,161.538467,158.153839,160.923080,127.779282,10434879
2012-07-30,159.923080,160.846161,159.153839,160.000000,127.046341,5849168
2012-07-31,159.615387,160.692307,159.615387,159.615387,126.740936,4982692
2012-08-01,160.461533,161.153839,159.307693,159.461533,126.618752,4645459
2012-08-02,157.846161,159.230774,155.384613,157.846161,125.336098,5720052
2012-08-03,160.153839,161.538467,159.769226,161.230774,128.023590,4925895
2012-08-06,161.307693,162.923080,160.769226,161.307693,128.084747,4440735
2012-08-07,162.615387,163.000000,162.230774,162.461533,129.000885,4044989
2012-08-08,161.923080,162.230774,160.769226,161.615387,128.328995,4204967
2012-08-09,161.076920,162.461533,161.076920,162.000000,128.634430,4050761
2012-08-10,161.538467,162.307693,161.076920,162.307693,128.878723,3174483
2012-08-13,161.846161,162.000000,160.615387,161.461533,128.206848,3493568
2012-08-14,162.153839,162.384613,160.769226,161.076920,127.901405,3912350
2012-08-15,160.461533,161.769226,159.923080,161.230774,128.023590,3753113
2012-08-16,160.538467,162.615387,160.153839,161.923080,128.573318,4367740
2012-08-17,161.692307,161.923080,161.076920,161.538467,128.267944,3904225
2012-08-20,161.153839,161.692307,160.230774,161.000000,127.840385,3560115
2012-08-21,161.307693,161.923080,160.000000,160.384613,127.351715,3957044
2012-08-22,159.769226,160.538467,159.307693,159.846161,126.924164,3642184
2012-08-23,159.538467,159.923080,158.692307,158.769226,126.069061,4750044
2012-08-24,158.384613,160.769226,158.076920,160.000000,127.046341,3813966
2012-08-27,160.153839,161.153839,159.923080,160.384613,127.351715,3740828
2012-08-28,159.692307,160.923080,159.692307,160.076920,127.107414,3368612
2012-08-29,160.153839,161.153839,160.076920,160.153839,127.168472,2590354
2012-08-30,159.384613,159.846161,158.615387,158.769226,126.069061,2760914
2012-08-31,159.692307,160.230774,158.538467,159.307693,126.496559,3858270
2012-09-04,158.692307,159.153839,157.538467,157.769226,125.274994,4962568
2012-09-05,158.076920,159.769226,157.769226,158.846161,126.130119,4294355
2012-09-06,160.538467,164.000000,160.384613,163.923080,130.161423,6913218
2012-09-07,164.000000,166.076920,163.846161,166.076920,131.871628,4729374
2012-09-10,165.230774,166.538467,164.846161,165.230774,131.199722,4377399
2012-09-11,165.307693,166.846161,164.615387,166.076920,131.871628,4367103
2012-09-12,166.692307,168.692307,166.615387,168.384613,133.704041,5590780
2012-09-13,167.461533,171.076920,167.307693,169.384613,134.498093,14533246
2012-09-14,170.769226,172.076920,169.076920,170.076920,135.047821,13019292
2012-09-17,168.692307,169.615387,168.461533,169.615387,134.681335,10306816
2012-09-18,169.153839,171.076920,168.923080,171.076920,135.841827,5048056
2012-09-19,171.538467,173.000000,171.153839,172.538467,137.002365,5260138
2012-09-20,170.692307,172.846161,170.153839,172.538467,138.090866,5678010
2012-09-21,173.461533,174.538467,172.769226,173.307693,138.706467,8651721
2012-09-24,172.307693,172.692307,171.538467,172.000000,137.659882,4783974
2012-09-25,172.230774,174.384613,171.538467,171.615387,137.352081,6115096
2012-09-26,170.461533,171.153839,169.769226,170.000000,136.059189,5346029
2012-09-27,171.076920,175.846161,170.230774,174.846161,139.937775,8749052
2012-09-28,175.153839,176.615387,174.000000,174.692307,139.814697,9220393
2012-10-01,174.846161,176.923080,174.692307,175.461533,140.430267,5531591
2012-10-02,176.384613,176.846161,174.692307,175.307693,140.307190,5888662
2012-10-03,175.846161,176.769226,174.769226,176.230774,141.045959,4280822
2012-10-04,176.538467,177.307693,175.153839,176.538467,141.292252,5244798
2012-10-05,177.230774,178.307693,176.923080,177.846161,142.338837,4980625
2012-10-08,175.923080,176.846161,175.769226,176.307693,141.107498,3146286
2012-10-09,176.461533,176.692307,173.846161,174.000000,139.260605,5092880
2012-10-10,173.923080,174.923080,172.384613,172.538467,138.090866,4261933
2012-10-11,173.769226,174.692307,172.923080,173.153839,138.583389,3141034
2012-10-12,173.692307,174.692307,172.384613,172.923080,138.398651,4284098
2012-10-15,173.384613,174.615387,173.000000,174.153839,139.383698,3845218
2012-10-16,175.307693,176.000000,173.615387,174.153839,139.383698,4636944
